,Customer Type,Type of Travel,satisfaction,Gender,Class,Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
4606,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,29.0,447.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,0.0,8.0
4607,disloyal Customer,Business travel,neutral or dissatisfied,Female,Business,39.0,495.0,3.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,0.0,0.0
4608,Loyal Customer,Business travel,satisfied,Male,Business,49.0,2201.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,11.0,13.0
4609,Loyal Customer,Business travel,satisfied,Male,Business,45.0,692.0,4.0,4.0,2.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
4610,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,27.0,1590.0,2.0,4.0,2.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,14.0
4611,Loyal Customer,Business travel,satisfied,Male,Business,34.0,1024.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0
4612,disloyal Customer,Business travel,neutral or dissatisfied,Female,Business,36.0,2174.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,0.0
4613,Loyal Customer,Business travel,satisfied,Male,Eco,27.0,620.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0
4614,Loyal Customer,Business travel,neutral or dissatisfied,Female,Business,43.0,3737.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,43.0,35.0
4615,disloyal Customer,Business travel,satisfied,Male,Eco,10.0,646.0,5.0,0.0,5.0,1.0,2.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,0.0,0.0
4616,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,28.0,580.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,56.0,49.0
4617,Loyal Customer,Business travel,satisfied,Female,Business,55.0,3048.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,0.0,0.0
4618,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,17.0,296.0,2.0,4.0,2.0,4.0,5.0,2.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,50.0,36.0
4619,Loyal Customer,Business travel,neutral or dissatisfied,Female,Business,36.0,3937.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,10.0,5.0
4620,Loyal Customer,Personal Travel,satisfied,Male,Eco,33.0,2640.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,1.0,0.0
4621,Loyal Customer,Business travel,satisfied,Male,Business,53.0,937.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,8.0,0.0
4622,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,21.0,277.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,4.0,3.0,85.0,86.0
4623,Loyal Customer,Business travel,satisfied,Female,Business,32.0,2560.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,25.0,17.0
4624,disloyal Customer,Business travel,satisfied,Female,Eco,24.0,296.0,4.0,0.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,5.0,2.0,0.0,0.0
4625,Loyal Customer,Business travel,neutral or dissatisfied,Male,Business,23.0,562.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,4.0,3.0,0.0,0.0
4626,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,25.0,822.0,2.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,2.0,4.0,1.0,3.0,5.0,0.0,0.0
4627,disloyal Customer,Business travel,neutral or dissatisfied,Male,Business,37.0,650.0,1.0,1.0,1.0,5.0,4.0,1.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0
4628,Loyal Customer,Business travel,satisfied,Male,Business,49.0,3213.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,5.0,4.0,2.0,4.0,1.0,81.0,58.0
4629,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco Plus,7.0,990.0,3.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,11.0,0.0
4630,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,14.0,1303.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,0.0
4631,Loyal Customer,Business travel,neutral or dissatisfied,Male,Business,12.0,1576.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,0.0,20.0
4632,Loyal Customer,Business travel,neutral or dissatisfied,Female,Business,37.0,3095.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,53.0,55.0
4633,Loyal Customer,Business travel,satisfied,Male,Business,59.0,570.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,29.0,17.0
4634,Loyal Customer,Business travel,satisfied,Male,Business,16.0,846.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,2.0,2.0,5.0,0.0,6.0
4635,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco Plus,40.0,544.0,1.0,3.0,5.0,3.0,2.0,5.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,0.0,0.0
4636,Loyal Customer,Business travel,satisfied,Male,Business,40.0,1769.0,4.0,4.0,4.0,4.0,1.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0
4637,disloyal Customer,Business travel,neutral or dissatisfied,Male,Eco,16.0,643.0,2.0,1.0,2.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,20.0,10.0
4638,Loyal Customer,Business travel,satisfied,Female,Business,54.0,1535.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,0.0,0.0
4639,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,18.0,239.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,5.0,3.0,3.0,3.0,30.0,19.0
4640,Loyal Customer,Personal Travel,satisfied,Female,Eco,9.0,666.0,5.0,1.0,5.0,3.0,2.0,5.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,1.0,5.0
4641,disloyal Customer,Business travel,neutral or dissatisfied,Male,Business,20.0,364.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,31.0,22.0
4642,Loyal Customer,Personal Travel,satisfied,Male,Eco,29.0,377.0,0.0,4.0,0.0,2.0,4.0,0.0,4.0,4.0,2.0,5.0,4.0,5.0,4.0,0.0,0.0
4643,Loyal Customer,Business travel,satisfied,Male,Business,42.0,3976.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,15.0,4.0
4644,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,8.0,101.0,3.0,5.0,3.0,2.0,5.0,3.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,0.0,0.0
4645,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,23.0,2475.0,1.0,0.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,5.0,2.0,4.0,2.0,0.0,0.0
4646,disloyal Customer,Business travel,neutral or dissatisfied,Female,Business,58.0,404.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,4.0,5.0,4.0,1.0,0.0,0.0
4647,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,52.0,283.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,1.0,3.0,1.0,4.0,1.0,3.0,0.0,0.0
4648,disloyal Customer,Business travel,satisfied,Female,Business,22.0,550.0,5.0,0.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,0.0,2.0
4649,Loyal Customer,Business travel,neutral or dissatisfied,Male,Eco,63.0,239.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0,2.0,2.0,5.0,2.0
4650,Loyal Customer,Business travel,satisfied,Female,Business,51.0,2967.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0
4651,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,70.0,689.0,2.0,4.0,2.0,5.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,4.0,1.0,0.0,0.0
4652,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Business,56.0,255.0,2.0,3.0,2.0,2.0,1.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,16.0,13.0
4653,Loyal Customer,Business travel,satisfied,Female,Eco,28.0,1035.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,1.0,5.0,49.0,59.0
4654,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,21.0,377.0,4.0,0.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,34.0,29.0
4655,Loyal Customer,Business travel,satisfied,Male,Business,56.0,3128.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,0.0,2.0
4656,Loyal Customer,Business travel,neutral or dissatisfied,Female,Eco,47.0,259.0,3.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0
4657,Loyal Customer,Business travel,satisfied,Male,Business,43.0,3385.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,0.0,0.0
4658,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,44.0,157.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,5.0,5.0,4.0,1.0,0.0,0.0
4659,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,25.0,137.0,1.0,1.0,1.0,4.0,5.0,1.0,5.0,5.0,2.0,4.0,2.0,4.0,5.0,0.0,0.0
4660,Loyal Customer,Business travel,satisfied,Female,Business,44.0,2961.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,0.0,6.0
4661,disloyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,46.0,866.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,5.0,2.0,0.0,0.0
4662,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,25.0,680.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,5.0,5.0,1.0,14.0,8.0
4663,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,55.0,456.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,8.0,0.0
4664,Loyal Customer,Business travel,satisfied,Male,Eco,25.0,488.0,5.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,3.0,1.0,4.0,5.0,5.0,19.0,8.0
4665,Loyal Customer,Business travel,satisfied,Male,Business,40.0,2505.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,4.0,3.0,5.0,3.0,3.0,29.0,31.0
4666,disloyal Customer,Business travel,satisfied,Male,Eco,40.0,563.0,4.0,5.0,5.0,4.0,1.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,55.0,69.0
4667,Loyal Customer,Business travel,neutral or dissatisfied,Female,Business,66.0,3969.0,3.0,4.0,4.0,4.0,1.0,3.0,3.0,0.0,1.0,3.0,3.0,0.0,2.0,0.0,0.0
4668,Loyal Customer,Business travel,satisfied,Male,Business,32.0,1721.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,0.0,0.0
4669,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,32.0,370.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0,2.0,0.0
4670,Loyal Customer,Business travel,satisfied,Male,Business,51.0,901.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,26.0,20.0
4671,Loyal Customer,Business travel,satisfied,Male,Business,43.0,1076.0,3.0,3.0,3.0,3.0,2.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,0.0,0.0
4672,Loyal Customer,Business travel,satisfied,Female,Business,51.0,316.0,0.0,0.0,0.0,5.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,89.0,83.0
4673,disloyal Customer,Business travel,neutral or dissatisfied,Male,Eco,35.0,866.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,2.0,4.0,2.0,4.0,0.0,0.0
4674,Loyal Customer,Business travel,neutral or dissatisfied,Male,Business,29.0,2565.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,13.0,0.0
4675,disloyal Customer,Business travel,satisfied,Male,Eco,24.0,844.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,5.0,2.0,1.0,0.0,0.0
4676,Loyal Customer,Business travel,satisfied,Female,Business,22.0,678.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,4.0,0.0,0.0
4677,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,23.0,689.0,3.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,3.0,4.0,1.0,0.0,0.0
4678,Loyal Customer,Business travel,satisfied,Male,Business,48.0,1618.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,14.0,9.0
4679,Loyal Customer,Business travel,satisfied,Female,Business,39.0,3654.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,23.0,21.0
4680,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,18.0,82.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0
4681,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,10.0,746.0,2.0,5.0,2.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,199.0,185.0
4682,Loyal Customer,Business travel,neutral or dissatisfied,Male,Business,39.0,2024.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0
4683,Loyal Customer,Business travel,neutral or dissatisfied,Male,Eco,67.0,360.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,0.0,0.0
4684,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Business,42.0,989.0,2.0,4.0,2.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,0.0,0.0
4685,disloyal Customer,Business travel,satisfied,Female,Eco,22.0,581.0,4.0,0.0,4.0,3.0,2.0,4.0,2.0,2.0,5.0,5.0,3.0,4.0,2.0,0.0,0.0
4686,Loyal Customer,Business travel,satisfied,Female,Business,47.0,1631.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,0.0,0.0
4687,Loyal Customer,Business travel,neutral or dissatisfied,Female,Business,41.0,3149.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,0.0,0.0
4688,disloyal Customer,Business travel,neutral or dissatisfied,Female,Business,26.0,2583.0,1.0,3.0,1.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,4.0,3.0,0.0,1.0
4689,Loyal Customer,Business travel,neutral or dissatisfied,Male,Business,53.0,1589.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,2.0,4.0,1.0,10.0,0.0
4690,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,51.0,196.0,1.0,5.0,1.0,3.0,2.0,5.0,5.0,4.0,1.0,4.0,5.0,4.0,4.0,0.0,0.0
4691,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,49.0,759.0,1.0,4.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,5.0,5.0,1.0,5.0,0.0,0.0
4692,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,28.0,547.0,3.0,4.0,3.0,4.0,5.0,3.0,2.0,5.0,5.0,4.0,1.0,3.0,5.0,3.0,3.0
4693,Loyal Customer,Business travel,satisfied,Female,Eco Plus,28.0,528.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,0.0,0.0
4694,Loyal Customer,Business travel,satisfied,Male,Business,27.0,2402.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,0.0,0.0
4695,Loyal Customer,Personal Travel,satisfied,Female,Eco,39.0,304.0,5.0,5.0,5.0,1.0,2.0,5.0,2.0,2.0,3.0,4.0,4.0,5.0,2.0,0.0,0.0
4696,disloyal Customer,Business travel,satisfied,Male,Business,24.0,338.0,0.0,5.0,0.0,5.0,3.0,0.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,22.0,46.0
4697,Loyal Customer,Business travel,neutral or dissatisfied,Female,Eco,41.0,1448.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,0.0,0.0
4698,Loyal Customer,Business travel,satisfied,Female,Business,35.0,366.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,5.0,1.0,0.0,0.0
4699,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,47.0,651.0,2.0,5.0,3.0,1.0,5.0,3.0,5.0,5.0,4.0,1.0,4.0,3.0,5.0,0.0,0.0
4700,Loyal Customer,Business travel,satisfied,Female,Eco,33.0,134.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,4.0,4.0,0.0,14.0
4701,disloyal Customer,Business travel,neutral or dissatisfied,Female,Business,27.0,1121.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,1.0,0.0
4702,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,31.0,594.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,3.0,5.0,4.0,1.0,72.0,54.0
4703,Loyal Customer,Business travel,satisfied,Male,Eco Plus,24.0,1182.0,4.0,1.0,5.0,1.0,4.0,4.0,5.0,4.0,1.0,5.0,4.0,3.0,4.0,0.0,0.0
4704,Loyal Customer,Business travel,satisfied,Male,Business,61.0,277.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,0.0,1.0
4705,Loyal Customer,Business travel,satisfied,Female,Business,59.0,1440.0,1.0,1.0,4.0,1.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,51.0,29.0
4706,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,44.0,899.0,2.0,5.0,2.0,4.0,2.0,5.0,5.0,4.0,2.0,4.0,3.0,4.0,3.0,1.0,11.0
4707,Loyal Customer,Business travel,satisfied,Female,Business,29.0,1670.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,0.0,10.0
4708,Loyal Customer,Business travel,neutral or dissatisfied,Male,Eco Plus,52.0,1532.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,4.0,2.0,0.0,0.0
4709,Loyal Customer,Business travel,satisfied,Male,Business,37.0,3540.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,0.0,0.0
4710,Loyal Customer,Business travel,satisfied,Female,Business,41.0,3820.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,3.0,108.0,109.0
4711,Loyal Customer,Business travel,satisfied,Male,Eco Plus,44.0,488.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,4.0,2.0,0.0,0.0
4712,Loyal Customer,Business travel,neutral or dissatisfied,Female,Eco Plus,73.0,334.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,0.0,0.0
4713,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,11.0,430.0,2.0,5.0,2.0,1.0,5.0,2.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,0.0,0.0
4714,Loyal Customer,Business travel,satisfied,Male,Business,51.0,1592.0,0.0,5.0,0.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0
4715,disloyal Customer,Business travel,satisfied,Female,Business,22.0,1216.0,5.0,0.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0
4716,Loyal Customer,Personal Travel,satisfied,Female,Eco,51.0,227.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,37.0,18.0
4717,Loyal Customer,Business travel,satisfied,Female,Business,50.0,2133.0,1.0,1.0,3.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0
4718,Loyal Customer,Business travel,satisfied,Female,Business,46.0,682.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,2.0
4719,Loyal Customer,Business travel,neutral or dissatisfied,Male,Business,25.0,1744.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,39.0,26.0
4720,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,59.0,987.0,1.0,4.0,1.0,1.0,5.0,4.0,5.0,3.0,1.0,3.0,4.0,3.0,4.0,0.0,0.0
4721,Loyal Customer,Business travel,neutral or dissatisfied,Female,Eco Plus,29.0,1721.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,24.0,15.0
4722,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,33.0,1180.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,6.0,0.0
4723,Loyal Customer,Business travel,satisfied,Female,Business,30.0,546.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,0.0,0.0
4724,Loyal Customer,Business travel,neutral or dissatisfied,Male,Eco,43.0,239.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,0.0,0.0
4725,Loyal Customer,Business travel,satisfied,Male,Business,32.0,1874.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,0.0,4.0
4726,Loyal Customer,Business travel,satisfied,Male,Business,30.0,1371.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,3.0,4.0,5.0,47.0,54.0
4727,Loyal Customer,Business travel,satisfied,Female,Business,13.0,500.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,0.0,0.0
4728,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,36.0,594.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,1.0,5.0,3.0,1.0,3.0,1.0,86.0,106.0
4729,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,72.0,899.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,3.0,4.0,3.0,1.0,3.0,3.0,45.0,4.0
4730,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,59.0,1771.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,1.0,9.0,0.0
4731,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Business,28.0,993.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,0.0,0.0
4732,disloyal Customer,Business travel,neutral or dissatisfied,Male,Eco,26.0,190.0,2.0,1.0,1.0,3.0,4.0,1.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,32.0,45.0
4733,Loyal Customer,Business travel,satisfied,Male,Business,52.0,1073.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,2.0,2.0,2.0,4.0,2.0,5.0,13.0,18.0
4734,Loyal Customer,Personal Travel,satisfied,Female,Eco,44.0,259.0,5.0,1.0,5.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,2.0,5.0,3.0,0.0,0.0
4735,Loyal Customer,Business travel,satisfied,Male,Business,27.0,356.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,38.0
4736,disloyal Customer,Business travel,neutral or dissatisfied,Female,Business,39.0,748.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,0.0,0.0
4737,Loyal Customer,Business travel,satisfied,Female,Business,42.0,3236.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0
4738,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,39.0,240.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,0.0,0.0
4739,Loyal Customer,Business travel,neutral or dissatisfied,Female,Eco,59.0,1235.0,3.0,5.0,5.0,5.0,5.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,20.0,11.0
4740,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco Plus,69.0,337.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,5.0,4.0,5.0,3.0,0.0,8.0
4741,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,70.0,475.0,3.0,3.0,5.0,2.0,5.0,1.0,1.0,4.0,5.0,4.0,1.0,2.0,1.0,166.0,172.0
4742,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,21.0,1874.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,35.0,14.0
4743,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,52.0,577.0,3.0,1.0,2.0,2.0,5.0,1.0,1.0,5.0,2.0,4.0,3.0,5.0,2.0,13.0,1.0
